,Text,Tags
249,"Hi 62803681XX, PUN vs HYD T20 Match on MY11circle Prize Pool - 4,49,13,125 (4.49CR) Entry Fees - 49 Win Now - SR7.in/I3BDC-17656D046",['promotional']
250,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.100.00 and credited to lovelybro281@okaxis (UPI Ref no 210667680575).-Indian Bank,"['notification','transactional']"
251,Knock Knock! Your Free Ticket is about to expire. Use it to play in the National Ludo Series & win upto Rs.2.5 Cr - bit.ly/3LSwOqe. Ignore if used - MPL,['promotional']
252,"Dear Sarbjeet , we noticed you haven't transacted with us in last 15 months, your Reward points are expiring on 2022-05-16T00:00:00 due to inactivity. Transact now before it's too late! Remember, 1pt=Rs.1. To know more download app http://onelink.to/brandsurveysms *T&C Apply. Regards Maruti Suzuki.","['promotional','transactional']"
253,Recharge your Jio no. 6280368198  today with Rs.299 plan. Recharge on PhonePe get rewards upto Rs.500 each on first 4 recharges for self & family by paying via UPI T&CA. Click https://phon.pe/jion1,"['promotional','transactional']"
254,"Dear 62803681XX, MUM vs LSG T20 Match on MY11Circle Prize Pool : 5,18,00,000 (5.18Cr) Win Now : http://2lm.in/t16g5L",['promotional']
255,"LIVE Breaking news - Stay updated with latest news with Aaj Tak, India Today, Sun News & more channels on Vi Movies & TV app! Just click https://bit.ly/Vimtv-d1",['promotional']
256,"Your plan for Jio no 6280368198 expires on 19-04-2022 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/ImZddWuxQ .For other plans, call 1991.","['notification','transactional']"
257,"Your Stock broker NEXTBILLION TECHNOLOGY PRIVATE LIMITED. reported your fund balance Rs.0.67 & securities balance 0 as on end of 05-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at ssk362861@gmail.com. If email Id not correct, kindly update with your broker - National Stock Exchange","['notification','transactional']"
258,*This is NOT a hoax* Get 25% cashback (upto 1000/-) on our top products using Walnut 369. Shop Now: bit.ly/37jjOuQ Team boAt,['promotional']
259,Open a Digital Savings Account online that's ready in 5 minutes! Get Kotak 811 Savings A/c instantly: http://mqml.co/2Xe T&C Apply -Kbank.,"['promotional','transactional']"
260,"Dear Customer, You have a missed call from +918427277484 . The last missed call was at 05:08 PM on 15-Apr-2022 . Thankyou, Team Jio",['notification']
261,Congrats! We've credited Ludo Win ticket to your wallet. Use it now to play in the National Ludo Series and win upto Rs.2.5 Cr. Redeem Now: bit.ly/3LSwOqe - MPL,['promotional']
262,Recharge your Jio no. 6280368198 today with Rs.299 plan. Recharge on Amazon. Existing user gets upto Rs.300 daily rewards & New User gets upto Rs.50 Cashback T&CA. Click https://amazon.in/jio4,"['promotional','transactional']"
263,"Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 05-mar-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange","['notification','transactional']"
264,"Get easy access to all you need! Activate International Roaming pack , Stream ad-free music, play free games, download & pay bills, recharge, activate â€˜DNDâ€™, enjoy exclusive offers & more. To download, click https://bit.ly/37N4Mxe.Â ",['promotional']
265,"Hi 62803681XX, RAJ vs GUJ T20 Match on MY11circle Prize Pool - 6,48,01,695 (6.48CR) Entry Fees - 49 Win Now - SR7.in/I3934-17656D046",['promotional']
266,Thanku ,['personal']
267,"NOW 105 TEST 1+1 FREE, FULL BODY CHECKUP, LFT KFT LIPID THYROID CBC CALCIUM SUGAR URINE, VITD B12 @Rs 2499, Visit bit.ly/3vyvQu5 WELLNESS PATHCARE",['promotional']
268,Your a/c. XXXX4658 is credited by Rs. 20.00 on 13-04-22 by a/c linked to mobile 9XXXXXX999 (IMPS Ref no. 210322069652). -IndianBank,"['notification','transactional']"
269,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.150.00 and credited to q87809588@ybl (UPI Ref no 210313943924).-Indian Bank,"['notification','transactional']"
270,"Dear Customer, You're 100% Pre-Approved for Credit Up to Rs. 1 Lakh* Sign Up for Flipkart Pay Later & Get Rs. 100* Gift Card http://fkrt.it/fVgMNGuuuN",['promotional']
271,"Order confirmed! Reach Restaurant Name: Roll Xpress Phone: +911725005004 Address: http://www.google.com/maps/place/30.73419,76.753433 Order ID: 3956929199 Please restart your app if you are unable to see the order",['transactional']
272,<#> Shadowfax Id is 150762411 6gW4yAjEoWG,['authentication']
273,"Hi 62803681XX, MUM vs PUN T20 Match on MY11circle Prize Pool - 6,42,34,620 (6.42CR) Entry Fees - 49 Win Now - SR7.in/I3845-17656D046",['promotional']
274,"Congrats 62803681XX, Rs.1500 Welcome Bonus. MUM vs PUN, T20 Match on My11Circle. Prize Pool - 6,42,00,000 (6.42Cr). Join - http://2lm.in/4dG4Ce",['promotional']
275,"Hi, you have exceeded the total credit limit of INR 0 on your Bajaj Finserv RBL Bank SuperCard (XXXX07). Applicable Overlimit fee will be levied on your account. Current outstanding balance is INR 0.00. We request you to make an interim payment to enjoy uninterrupted services.",['transactional']
276,"Special Offer: Rs.30 instant cash, Win 1st prize: Rs.2.02 Crore Guaranteed on IND T20 League only on My11Circle. Offer ends 14th APR 11:59 PM. Join Now - https://bit.ly/32iaK4N",['promotional']
277,"Rs.1500 Welcome Bonus. HYD vs GUJ, T20 Match on My11Circle. Prize Pool - 6,63,00,000(6.63Crores). Join -   http://1kx.in/OI8z3rWi9dM""",['promotional']
278,DROPPING the beat and the prices! Moved your wishlist to the cart yet? Shop Now: https://bit.ly/3KAqQKb,['promotional']
279,"Your Stock broker 5PAISA CAPITAL LIMITED. reported your fund balance Rs.-147.71 & securities balance 0 as on end of 26-feb-2022. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at SSK362861@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange",['transactional']
280,"Congrats 62803681XX, Rs.1500 Welcome Bonus. CHN vs BAN, T20 Match on My11Circle. Prize Pool - 6,34,00,000 (6.34Cr). Join - http://2lm.in/LbMJEJ",['promotional']
281,<#>5912 is your Mitra verification code. Please do not share this with anyone.,['authentication']
282,"Get ready like Shraddha Kapoor in her Favourite Styles available at INDYA. Explore SS22, skirt sarees, tunic dresses, etc. STOP xeno.in/o/bfgg",['promotional']
283,Get FLAT 40% OFF on paid service at Maruti Mohali in HAPPY HOURS 4PM TO 7PM. Visit https://bit.ly/3Hek1Mg or call us at 9915003004 With Regards CM Auto sales,['promotional']
284,"90% daily data quota used as on 11-Apr-22 23:39.Jio Number : 6280368198 For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78 If you do not have any other data plan, your internet speed will be reduced on consumption of 1.50 GB.To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.","['notification','transactional']"
285,Ok,['personal']
286,You have exhausted your daily SMS quota from Rs 239-1m-1.5GB/D for Jio number 6280368198 as on 11-Apr-22 22:45. ,['notification']
287,"You will be able to send SMS from your daily SMS quota again by 12-Apr-22 00:00. Currently, you will be charged as per Standard SMS rates of your current plan and it will be charged from your Account Balance. Kindly do a top-up to continue enjoying SMS service. ","['notification','transactional']"
288,"You have consumed 90% of the daily 100.0 Units SMS quota from Rs 239-1m-1.5GB/D on Jio Number 6280368198 as on 11-Apr-22 22:44. Current SMS Balance : 10.0 Units Validity : 12-Apr-22 00:00 After using 100% of your SMS quota, you will be charged as per Standard SMS rates and it will be charged from your Account Balance. To check your account balance, click www.jio.com/fup Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.","['notification','transactional']"
289,"As per government regulation, you are allowed to send only 100 free SMS's per day and you have already exhausted that limit on Jio Number 6280368198. You will be able to send your next SMS after 00:00 hrs tonight in case you do not have any account balance.",['government']
290,You reached 90% of your daily SMS limit. You can be blocked till midnight.,['notification']
291,You reached 70% of your daily SMS limit.,['notification']
292,"You have consumed 50% of the daily 100.0 Units SMS quota from Rs 239-1m-1.5GB/D on Jio Number 6280368198 as on 11-Apr-22 21:20. Current SMS Balance : 50.0 Units Validity : 12-Apr-22 00:00 To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.","['notification','transactional']"
293,Your SBI Debit Card ending with 8981 dispatched on 11042022 thru Speed Post No. EB049769289IN. Please follow instructions on welcome letter to generate your PIN,"['notification','transactional']"
294,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.1500.00 and credited to shreyajain2799@okaxis (UPI Ref no 210157481705).-Indian Bank,"['notification','transactional']"
295,Indriver has requested money from you on PhonePe. Rs.100 will be debited from your account on approving the request - https://phon.pe/jqvkz365,['transactional']
296,75410 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. ,['authentication']
297,"Congrats 62803681XX, Rs.1500 Welcome Bonus. HYD vs GUJ, T20 Match on My11Circle. Prize Pool - 6,63,00,000 (6.63Cr). Join - http://1kx.in/AX3mrD",['promotional']
298,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.500.00 and credited to shreyajain2799@okaxis (UPI Ref no 210147788401).-Indian Bank,"['notification','transactional']"
299,"Hi SARBJEET KAUR, please spare a few minutes of your time to share feedback on your recent Bajaj Finserv RBL Bank SuperCard bill payment experience at https://acs4.tc/1BRBqLNtpf",['promotional']
300,"Thank you for being an active user of the MyJio App. In order to enable us to provide you with the best digital experience, please share your feedback on MyJio app by clicking www.jio.com/r/IkFaOHdek . Thank you, Team Jio",['promotional']
301,"Hi sanju, your 50% Discount is expiring soon! Join KOL vs DC before 3:30pm & WIN BIG on Dream11! Play now: dream11.com/leagues",['promotional']
302,<#> Shadowfax Id is 150114314 6gW4yAjEoWG,['authentication']
303,"Hi SARBJEET KAUR, please spare a few minutes of your time to share feedback on your recent Bajaj Finserv RBL Bank SuperCard bill payment experience at https://acs4.tc/1Eh21nM2dC",['promotional']
304,"Hi 62803681XX, RPL 11 Finale on Junglee Rummy! Prize Pool: 2,50,00,000 (2.5CR) Entry Fees -  Win Now - http://1kx.in/OcZrvWer7z1",['promotional']
305,"Dear Customer as per TRAI regulation, if you are not a registered Telemarketer, sending commercial/promotional SMS may lead to withdrawal of services.",['government']
306,"5PAISA CAPITAL at EOD 26/03/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE","['notification','transactional']"
307,Attention required! Payment for your Bajaj Finserv RBL Bank SuperCard ending with XXXXXXXXXXXXXXX8507 is due immediately. Total Amount Overdue: 1178 Minimum Amount Due: 379 Visit https://rzp.io/i/BUzzvCF7 to pay now.,['transactional']
308,"Be aware of Cyber Crime. In case of any incident of Cyber Crime, dial 1930 & register your complaint at https://www.cybercrime.gov.in/ - CBI Chandigarh","['government','notification']"
309,"Congrats 62803681XX, Rs.1500 Welcome Bonus. LSG vs DEL, T20 Match on My11Circle. Prize Pool - 6,82,00,000 (6.82Cr). Click - http://2lm.in/XMzdqr""",['promotional']
310,Attention required! Payment for your Bajaj Finserv RBL Bank SuperCard ending with XXXXXXXXXXXXXXX8507 is due immediately. Total Amount Overdue: 1178 Minimum Amount Due: 379 Visit https://rzp.io/i/lpkRN4WAd to pay now.,['transactional']
311,"Hi 62803681XX, LSG vs DEL T20 Match on MY11circle Prize Pool - 6,98,00,000 (6.98CR) Entry Fees - 49 Win Now - SR7.in/I333E-17656D046""",['promotional']
312,Paid Rs.352.82 to Vodafone Idea Ltd from Paytm Balance. Updated Balance: Paytm Wallet- Rs 0. More Details: https://paytm.me/qc-vCoG,['transactional']
313,SMS BLOCK to +91-9289592895 to block all digital channel transactions if the current transaction is not done by you -IndianBank,['transactional']
314,Rs.352.82 spent on POS/Ecom using IB Debit card on 07/04/22 12:33 at PAYTM Noida   from Ac:XXX182465. Bal:418.03 CR -IndianBank,"['notification','transactional']"
315,OTP for Online Transactions on your Indian Bank Debit Card 4988 is JXS-177988.This is valid for the next 5 min.Dt 07-04-22 12.32,"['notification','transactional']"
316,Paid Rs.352.82 to Vodafone Idea Ltd from Paytm Balance. Updated Balance: Paytm Wallet- Rs 0. More Details: https://paytm.me/xw-HwKJ,['transactional']
317,We received payment of Rs 352.82 for 9356965058 by CC. Txn ID PTViApp-POS3973353985455058-1. Amt to be credited in 30 mins. Track usage on Vi app - https://bit.ly/VI_App,['transactional']
318,8301 is the One Time Password (OTP) to allow your mobile number to be added as secondary profile of 9356865058 in the Vi App. This OTP is valid for next 3 minutes. ,['authentication']
319,OTP for Online Txn INR 395.30 at PAYTM on Indian Bank Debit card ending 4988 is 148426. Valid for 3min. Dt 07-04-2022 12:00:41. Do Not Disclose.,"['authentication','transactional']"
320,"LUC vs DEL T20 Match is live on Howzat. Win up to 48,00,000 (48lacs) + Tata Punch Car. Click - SR7.in/I32E0-17656D046",['promotional']
321,Your  Free Ticket is waiting. Use it now to play KOLvsMUM match and win huge cash Prizes. Redeem now: bit.ly/37kNkjA - MPL,['promotional']
322,Payment Overdue! Total Amount of Rs.1178.82 on RBL Bank Credit Card (xx07) was due by 01/04/22. Pay min of Rs.379.82 immediately at bit.ly/2TDeg5K . Ignore if paid.,['transactional']
323,"Dear Customer, You have a missed call from +918037496743 . The last missed call was at 05:29 PM on 06-Apr-2022 . Thankyou, Team Jio.",['notification']
324,<#> 935748 is your MyIICircle verification OTP. This OTP will expire in 15 mins. Do not share it with anyone. jqGJAo0U/9w,['authentication']
325,I'll call you right back.,['personal']
326,215157 is the OTP for payout link of INR 208.00 from RazorpayX account Vahan Technologies India Priva. OTP is valid till 13:42:32.000 IST. Do not share with anyone.,['authentication']
327,Vahan Technologies India Priva is requesting your account details to process Mitra Rewards of Rs. 208. You can visit this link to submit details to receive funds: https://rzp.io/i/ftK33BhteV,['promotional']
328,"NEXTBILLION TECHNOLOGY at EOD 19/03/2022 reported your Fund bal Rs 0.670 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE","['notification','transactional']"
329,Time to upgrade your car. Get Free evaluation of your car & get best offers on new Maruti car. Call CM Auto 8284800731 or Visit https://bit.ly/3Hek1Mg,['promotional']
330,"Beware while dealing based on unsolicited tips through Whatsapp, telegram, SMS, calls, etc. and take an informed decision. Visit https://bit.ly/38A0nIP -NSE","['government','notification']"
331,"The first KEVENTERS Cafe is now open at Apple Heights, Zirakpur. First 20 daily customers between 1-7 Apr get 15 FREE Milkshake. Opens at 10am. Offer ends soon",['promotional']
332,Please text me.,['personal']
333,"Join the MPL Rummy Tournament & leaderboard contests & win upto Rs.10 Crore. Hurry, play now: bit.ly/mplrmy",['promotional']
334,Sonalimasta@gmail.com ,['personal']
335,"Hi Aspirants, U are selected for your W0rk from Home j0b offer. receive your daily salary 9800 . Detail: https://wa.me/66631019576 byClickHereToprankers",['promotional']
336,"Alert: On receiving any unwanted SMS, please complain by calling 1909 or send SMS on 1909 in format SMS Content, Sender No., dd/mm/yy' or visit https://bit.ly/VI_DND2",['notification']
337,"Your mobile OTP for SSC Registration is 7451.  Treat this as confidential. Do not share the OTP with anyone for security reasons. Regards, SSC Team",['authentication']
338,"Join the MPL Power Points leaderboard contests & win upto Rs.15 lakh weekly. Hurry, play now: bit.ly/3DhN14W",['promotional']
339,"Hi Sanju, welcome to Mitra! Download the app now to complete your onboarding, view your daily earnings and much more: https://vahanmitra.page.link/App-Download-SMS",['promotional']
340,Attention required! Payment for your Bajaj Finserv RBL Bank SuperCard ending with XXXXXXXXXXXXXXX8507 is due immediately. Total Amount Overdue: 1178 Minimum Amount Due: 379 Visit https://rzp.io/i/KnomsY3f to pay now.,"['notification','transactional']"
341,Your Balance enquiry for Indian Bank Account has failed due to INVALID UPI-PIN. Kindly enter valid PIN.-Indian Bank,"['notification','transactional']"
342,"Your subscription ends TODAY! Relax,you will never get such messages from us because Vi Movies & TV has unlimited films for U - https://bit.ly/Vimtv-d3 .T&C",['promotional']
343,Your VPA sanju39chd@okaxis linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.30.00 and credited to paytmqr2810050501011kuo2mbh73gx@paytm (UPI Ref no 209347387005).-Indian Bank,"['notification','transactional']"
344,Use 3001 to verify your Olaparty account.,['authentication']
345,"Alert:Beware of fraudsters sending SMS citing your SIM block / suspension / KYC /Document verification pending. DO NOT CALL BACK as they may ask you to download Apps to access your mobile phone and may get confidential information including OTP. Do not respond to SMS from unknown numbers, asking for such information other than from our official SMS ID - ViCARE. Avoid falling victim to such frauds, block these numbers and report to https://cybercrime.gov.in",['notification']
346,"Dear Customer, You have a missed call from +918054095516 . The last missed call was at 01:43 PM on 02-Apr-2022 . Thankyou, Team Jio.",['notification']
347,"Use of Telecom Services (Call/SMS/Internet) by Indian Citizens through SIM cards of foreign telecom service providers in India is violation of Indian Telegraph Act, 1885. Any citizen found using such services is liable to punishment as per provisions of Applicable Acts/Rules/Laws. Indian Citizens are advised not to use such unauthorized SIMs/telecom services and use SIMs/telecom services of an Indian Telecom Service Providers only like Vi.","['government','notification']"
348,"Get up to 50% Rakeback during match hours on 100+ rummy tables. Valid only till 30th April. Hurry, don't miss out: bit.ly/3wLqOeC -MPL",['promotional']
349,<#> 3129 is your Disney+ Hotstar verification code. Enjoy watching! /wAX/OsgZgE,['authentication']
350,"5PAISA CAPITAL at EOD 12/03/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE","['notification','transactional']"
351,"NEXTBILLION TECHNOLOGY at EOD 12/03/2022 reported your Fund bal Rs 0.670 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",['transactional']
352,Are You Ready for Today's T20 Match KKR vs PBKS - Get 500% Bonus to Play & Win Lakhs Every Hour on Betadda .com. Play Now - http://1kx.in/thd0Sr,['promotional']
353,"Dear 62803681XX, KOL vs PUN, Indian T20 League Match on My11cirlce. First Prize - 1.5Crores Click - http://1kx.in/LYHSkk",['promotional']
354,"Unlocking crazy wins in 3,2,1...Play Ludo Win and win upto Rs. 2.5 Crore in National Ludo Series: bit.ly/3wNNpXT - MPL",['promotional']
355,Hi! Click t.gi9.in/YSu1Y to explore the pre-approved Card Upgrade facility on your Bajaj Finserv RBL Bank SuperCard(xx07). T&Cs apply.,['promotional']
356,"Dear Customer, You have a missed call from +917082282508 . The last missed call was at 12:34 PM on 01-Apr-2022 . Thankyou, Team Jio.",['notification']
357,"Dear 62803681XX, KOL vs PUN match with A23 Fantasy. Create your team now and win from a Rs.20,00,000 (20lac) prize pool. Click http://2lm.in/Anc7SO",['promotional']
358,"Your application to join as a Delivery Partner is pending. To get started, click on: shorturl.at/kqtB2",['promotional']
359,"On 31/03/22,SBICAP SECURITIES LTD was registered as Power of Attorney in your demat a/c no xxxx9154.. NSDL.","['government','transactional']"
360,"The first KEVENTERS Cafe is now open at Apple Heights, Zirakpur. First 20 daily customers between 1-7 Apr get 15 FREE Milkshakes. Opens at 10am. bit.ly/kevmap",['promotional']
361,"Hi Sanju Kumar, make the most of the final few days before the D-day with the Aakash BYJU'S JEE Main Mock Test 2022. Register - byju.me/Reg-JEE",['promotional']
362,"Congratulations! Now Triple you'r money up to ?10,000 Register for FREE Join Now:< vb.pcb3.in/c2u6s4ViL",['promotional']
363,"Unlock ZEE5, Voot Select, Sun NXT & more on Vi Movies & TV app! T&C apply. Just click https://bit.ly/Vimtv-d3 ",['promotional']
364,"Join the MPL Rummy Tournament & leaderboard contests & win upto Rs.10 Crore. Hurry, play now: bit.ly/mplrmy",['promotional']
365,Nykaa will never contact you for cash prizes or request a password/PIN/CVV. Please don't share such details with anyone. It may lead to fraudulent transactions.,"['notification','transactional']"
366,"Congrats 62803681XX, KOL vs BAN, T20 Match on My11cirlce. Prize Pool - 4,55,00,000 (4.5Crores) Click - http://1kx.in/OI8z3rWi9dM",['promotional']
367,"Dear 62803681XX, HYD vs RAJ match with A23 Fantasy. Create your team now and win from a Rs.20,00,000 (20lac) prize pool. Click http://2lm.in/uZTN26",['promotional']
368,Alert! Total Amount Due on RBL Bank Credit Card(xx07) is Rs.1178.82 & Min Amount Due is Rs.379.82. Pay by 01/04/22 at bit.ly/2TDeg5K . Ignore if paid.,"['notification','transactional']"
369,"Congrats 62803681XX, HYD vs RAJ, T20 Match on Howzat!. Prize Pool - 1,00,00,000 (1cr) + Tata Nexon Win Now - http://2lm.in/xtwako",['promotional']
370,"Join the MPL Power Points leaderboard contests & win upto Rs.15 lakh weekly. Hurry, play now: bit.ly/3DhN14W",['promotional']
371,"Hi Sanju Kumar, level up your performance for JEE Main 2022 with Aakash BYJU'S JEE Main Mock Test. Register now for Free byju.me/Reg-JEE",['promotional']
372,Get FLAT 40% OFF on paid service of Maruti car in HAPPY HOURS 4PM TO 7PM. Visit https://bit.ly/3Hek1Mg or call us at 9915003004 With Regards CM Auto sales,['promotional']
373,"NEXTBILLION TECHNOLOGY at EOD 05/03/2022 reported your Fund bal Rs 0.670 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE","['notification','transactional']"
374,"5PAISA CAPITAL at EOD 05/03/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",['transactional']
375,We have credited Rs. 5 in your wallet. Use it to play Rummy. Win upto Rs. 10000 real cash on spinwheel everyday this GIGL. Play now: bit.ly/3L4xZ5m -MPL,['promotional']
376,"Zero balance saving account online! Open an 811 bank account in just 5 minutes, enjoy unlimited benefits now: https://bit.ly/2WcVKYC3 T&C Apply -Kbank ","['promotional','transactional']"
377,"Dear 62803681XX, PUN vs BLR match with A23 Fantasy. Create your team now and win from a Rs.20,00,000 (20lac) prize pool. Click http://2lm.in/AjFYL2",['promotional']
378,"Play for Rs.1 LAKH GTD winnings, win Rs.10k as 1st prize in 1 Pe 1 Lakh Rummy Tournament! Join with Rs.1. Starts at 9 PM. Register now: bit.ly/37XPHsV -MPL",['promotional']
379,Congrats 6280368198 Rs.5000 Bonus on MY11Circle CHE vs KOL WIN First Prize 1.5Cr Today! Create Your Team vb.pcb3.in/c2u6s4VhG,['promotional']
380,Get JioFiber & Enjoy Devotional content from Jiotv+. Get Free Access to Premium spritual apps & also watch live Darshan from Home ZERO ENTRY COST! No Security Deposit & Installation Charges on Postpaid Plans. Click www.jio.com/r/sTLHqi845 to register,['promotional']
381,"Special Offer: Rs.15 instant cash, Win 1st prize: Rs.1.51 Crore Guaranteed on IND T20 League only on My11Circle. Offer ends tomorrow. Join Now - https://bit.ly/COL_15",['promotional']
382,"Special Offer: Rs.30 instant cash, Win 1st prize: Rs.1.51 Crore Guaranteed on IND T20 League only on My11Circle. Offer ends tomorrow. Join Now - https://bit.ly/COL_15",['promotional']
383,"Dear JEE Aspirant, don't miss the chance to scale up your performance. Register for Aakash BYJU'S JEE Main Mock Test today! byju.me/Reg-JEE",['promotional']
384,"Hi there, Are you ready for your holiday expeditions this summer? Croma has special offers on Travel Essentials, stock up now! TC resu.io/5VU23EQIFBHkQ",['promotional']
385,"Nykaa's Makeup Fest is LIVE! UPTO 50% OFF on your fave brands like M.A.C, Lakme, Maybelline & more HERE> 1kx.in/tnhzFn",['promotional']
386,"Welcome to Vi Haryana. Stay connected with Vi while you roam. Enjoy free incoming calls. Outgoing Calls & Data will be charged as per your tariff plan. Our customers on Entertainment Postpaid plan ALSO enjoy free outgoing calls and Data (as per quota), anywhere in India. Enable Data Roaming on your mobile to enjoy superior Vi 4G experience. To check your plan details, click https://bit.ly/Vi_App1",['promotional']
387,"Welcome to Jio-Haryana. Kindly enable Data Roaming to use data services. 4G Data, Voice & SMS benefits will be as per your plan.",['promotional']
388,"Your registration for Google Pay app has started. To avoid financial loss, do not share your card details/OTP/CVV. Not you? Report to your bank - Axis Bank","['promotional','transactional']"
389,Deposit Cash in your wallet expires soon! Hurry! Use it to play on MPL. Win upto 10000 real cash on Spinwheel everyday this GIGL. Play Now: bit.ly/3L4xZ5m,['promotional']
390,<#>Loadshare Rider App - Your Loadshare RiderApp verification code is 8582 - LODSHR Message ID: 6jla8W/L+g6,['authentication']
391,<#> Atlas Earn - Your Atlas Earn verification code is 8666 - LODSHR Message ID: wK4EIs30DpO,['authentication']
392,We have credited Rs. 5 in your wallet. Use it to play Rummy. Win upto Rs. 10000 real cash on spinwheel everyday this GIGL. Play now: bit.ly/3L4xZ5m -MPL,['promotional']
393,"5PAISA CAPITAL at EOD 26/02/2022 reported your Fund bal Rs -147.710 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",['promotional']
394,<#> 3816 is your Disney+ Hotstar verification code. Enjoy watching! /wAX/OsgZgE,"['notification','transactional']"
395,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to paytmqr2810050501011kuo2mbh73gx@paytm (UPI Ref no 208347230182).-Indian Bank,"['notification','transactional']"
396,<#> Your Shadowfax OTP for login is 911407 6gW4yAjEoWG,['authentication']
397,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.25.00 and credited to jio@yesbank (UPI Ref no 208234489375).-Indian Bank,"['notification','transactional']"
398,"100% of daily 1.50 GB data quota exhausted as on 23-Mar-22 19:16. Jio Number : 6280368198 Daily high speed data quota will be restored on 24-Mar-22 01:19. Now you can continue enjoying high speed data by taking an EMERGENCY DATA VOUCHER and pay later. You can borrow 2 GB in form of data vouchers worth Rs.25 . To get EMERGENCY DATA VOUCHER, click https://www.jio.com/dl/edv (Not applicable on JioPhone).","['notification','transactional']"
399,"To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",['promotional']
400,"Dear Customer, You're pre-approved for instant credit up to Rs.70,000*. Buy Now & Pay Later with Flipkart Pay Later ",['promotional']
401,"19 missed calls from wife- to tell you to watch Apharan 1,2 & win iPhone 12! Just answer few questions on Vi Movies & TV app! T&C. Click https://bit.ly/Vimtv-d3",['notification']
402,"Paytm login detected from a new device at 03:07 PM, 23 Mar. Not you? To logout from all devices, click: https://ap.p-y.tm/HpoxVX or report fraud @1800120130",['notification']
403,Use 4692 to verify your Olaparty account.,['authentication']
404,"Dear Customer, You have 3 missed calls from +12546200384 . The last missed call was at 01:23 PM on 23-Mar-2022 . Thankyou, Team Jio.",['notification']
405,"payoff Dear user, your loan application has been approved, the limit is 200,000Rs, please log in the APP to check. Link: https://bit.ly/3Jxydl2 PCP","['notification','transactional']"
406,"Dear Customer, 425415 is your one time password (OTP). Please enter the OTP to proceed. Thank you, Team Jio",['authentication']
407,Alert! Changes in Rent payments via RBL Bank Credit Card w.e.f. 08/02/22: only 1 Transaction/month (Rs.5000 or more) & up to 50% of Credit Limit will be allowed,"['notification','transactional']"
408,IMPORTANT:Beware of the fraudulent messages asking to you call any number for verification/download any app to update your KYC/Aadhaar details. Jio never asks you to download any third party app for such activities. Please stay alert from such SMS/calls as this may result in financial loss. Stay safe. Team Jio,['notification']
409,"Rs. 15 , added just for you! We've credited your Junglee Rummy account so you can play cash games! Hurry & Play now: https://jrum.my/DQn5X",['promotional']
410,"Dear Customer, You have a missed call from +917589833660 . The last missed call was at 12:36 PM on 22-Mar-2022 . Thankyou, Team Jio.",['notification']
411,Good News!!,['personal']
412,"""Dear Customer, You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply. Team JioMart","['notification','transactional']"
413,https://www.facebook.com/tilak.vishnukarma/videos/506498184434810/,['spam']
